-2.082930e+00	8.147237e-01	7.060461e-01	7.512671e-01	7.585429e-02	1.066528e-01	4.172671e-01	5.470089e-01	2.077423e-01	8.551580e-02	1.067619e-01	5.961887e-02	2.919841e-01	3.260082e-02	9.063082e-01	7.788022e-01	9.159912e-01	6.476176e-01	5.447161e-01	3.477127e-01	7.904072e-01
4.756989e-01	9.057919e-01	3.183285e-02	2.550951e-01	5.395012e-02	9.618981e-01	4.965443e-02	2.963208e-01	3.012463e-01	2.624822e-01	6.537573e-01	6.819719e-01	4.316512e-01	5.611998e-01	8.796537e-01	4.234529e-01	1.151057e-03	6.790168e-01	6.473115e-01	1.499973e-01	9.493039e-01
-1.071434e+00	1.269868e-01	2.769230e-01	5.059571e-01	5.307976e-01	4.634224e-03	9.027161e-01	7.446928e-01	4.709233e-01	8.010146e-01	4.941739e-01	4.243114e-02	1.548713e-02	8.818665e-01	8.177606e-01	9.082329e-02	4.624492e-01	6.357867e-01	5.438859e-01	5.860921e-01	3.275654e-01
-1.604991e+00	9.133759e-01	4.617139e-02	6.990767e-01	7.791672e-01	7.749105e-01	9.447872e-01	1.889550e-01	2.304882e-01	2.922028e-02	7.790517e-01	7.144546e-02	9.840637e-01	6.691753e-01	2.607280e-01	2.664715e-01	4.243490e-01	9.451741e-01	7.210466e-01	2.621453e-01	6.712644e-01
1.761062e+00	6.323592e-01	9.713178e-02	8.909033e-01	9.340107e-01	8.173032e-01	4.908641e-01	6.867754e-01	8.443088e-01	9.288541e-01	7.150371e-01	5.216498e-01	1.671684e-01	1.904333e-01	5.943563e-01	1.536567e-01	4.609164e-01	2.089349e-01	5.224953e-01	4.445409e-02	4.386450e-01
4.742677e-01	9.754040e-02	8.234578e-01	9.592914e-01	1.299062e-01	8.686947e-01	4.892526e-01	1.835112e-01	1.947643e-01	7.303309e-01	9.037206e-01	9.673003e-02	1.062163e-01	3.689165e-01	2.251259e-02	2.810053e-01	7.701597e-01	7.092817e-01	9.937046e-01	7.549333e-01	8.335006e-01
-6.352241e-01	2.784982e-01	6.948286e-01	5.472155e-01	5.688237e-01	8.443585e-02	3.377194e-01	3.684846e-01	2.259218e-01	4.886090e-01	8.909225e-01	8.181486e-01	3.724097e-01	4.607259e-01	4.252593e-01	4.400851e-01	3.224718e-01	2.362306e-01	2.186766e-01	2.427854e-01	7.688543e-01
1.085234e+00	5.468815e-01	3.170995e-01	1.386244e-01	4.693906e-01	3.997826e-01	9.000538e-01	6.256186e-01	1.707080e-01	5.785251e-01	3.341631e-01	8.175471e-01	1.981184e-01	9.816380e-01	3.127189e-01	5.271427e-01	7.847393e-01	1.193962e-01	1.057983e-01	4.424023e-01	1.672535e-01
-1.604647e+00	9.575068e-01	9.502220e-01	1.492940e-01	1.190207e-02	2.598704e-01	3.692468e-01	7.802274e-01	2.276643e-01	2.372836e-01	6.987458e-01	7.224396e-01	4.896876e-01	1.564050e-01	1.614847e-01	4.574244e-01	4.713572e-01	6.073039e-01	1.096975e-01	6.877961e-01	8.619805e-01
5.767810e-01	9.648885e-01	3.444608e-02	2.575083e-01	3.371226e-01	8.000685e-01	1.112028e-01	8.112577e-02	4.356987e-01	4.588488e-01	1.978098e-01	1.498654e-01	3.394934e-01	8.555228e-01	1.787662e-01	8.753716e-01	3.576273e-02	4.501377e-01	6.359137e-02	3.592282e-01	9.898722e-01
